"reviews
","ratings"
"Sempre uma boa opção! As massas são leves e eu adoro o macarrão com o molho de tomate acompanhado da asinha de frango com alho!
","4"
"Me chamou a atenção pelas fotos do castelo e algumas avaliações positivas desse restaurante. Lugar bonito, fomos bem atendidos e a comida veio rápido, até aí tudo bem. Porém a comida é muito fraca, uma salada ruim com folhas murchas, a lasanha de queijo e presunto completamente sem sal, não tem tempero algum na comida em geral. Colocaram miúdos de galinha na mesa o que já me enojou, aí veio um gnochi e um talharim que não tinha molho algum em cima, o molho vermelho veio separado para pôr nas duas massas e estava completamente doce demais, puro sabor de massa de tomate industrializada! A polenta nitidamente era daquelas congeladas, tão ruim mas tão ruim que nem cor de polenta tinha, era completamente branca e pastosa, muito estranha mesmo. O que salvou foi um frango frito que estava bem gostoso por sinal, mas apenas isso. Tentamos também pegar uma massa fresca que estavam fazendo no local, pedimos com molho branco e bacon, mas o molho branco era ralinho e tava com gosto de maisena e não conseguimos comer nem metade do prato. Eu não volto, não recomendo, pelo valor você acha outras dezenas de restaurantes melhores com comida fresca. Não tem nada pior que gastar dinheiro e não sair satisfeito por ter comido com prazer. 
","2"
"Adoro ir lá. Me lembra almoço de domingo com os pais. Uma delicia. Ambiente acolhedor e comida caprichada.
","4"
"Em bonita construção, esse tradicional Restaurante de Santa Felicidade oferece comida italiana ( massas, risoto, frango, salada) em ambiente descontraído e confortável. Garçons atenciosos e preço acessível. Em anexo há local para venda de produtos típicos.
","4"
"Um excelente atendimento (o que o local tem de melhor), comida muito boa, são servidas diversas massas, polenta frita e frango, achei meio exagerado a quantidade.
Estacionamento amplo.
","5"
"Gosto muito do Veneza, não sou muito chegado ao sistema de se esbaldar, acho muito desperdício de comida, mas entre os restaurantes com esse sistema em Santa Felicidade, considero o Veneza o mais saboroso, além de ter um ambiente mais agradável e elegante. As massas (spaghetti e gnochi) são mais frescas, o molho de tomate é saborosissimo e os cortes de frango frito vem do jeito que o cliente pede, além de terem a melhor e mais saborosa lasanha (peçam a lasanha na manteiga).
Só não gostei que não aceitam cartão de ticket restaurante.
Recomendo.
","4"
"My husband and I went to celebrate our anniversary. The dinner was great, specially lasagna and polenta.
","5"
"Grande variedade de massas, MUITA comida, belo atendimento e a possibilidade de você ""montar"" a sua massa, vinhos excelentes!
","4"
"Para quem gosta de massa.... terá em abundância. Provei um pouquinho de alguns pratos e também dos galetos. Não percebi grandes novidades. Uma cozinha normal. O triste mesmo foi saber que todas as sobras, e sobra muuuuito mesmo, são trituradas e jogadas aos porcos da fazenda.
","3"
"É um bonito restaurante. Tem uma espécie de castelo anexo, com adega e demais ítens à venda. Um ambiente bastante agradável, grande e com estacionamento. Atendimento excelente! A comida é farta, aquelas rodízios italianos onde a comida vem à mesa, a vontade. Gostoso, mas parece que faltou um pouco de tempero. A lasanha, por exemplo, não tinha gosto de nada. 
Mas sem dúvida é uma ótima opção! 
","3"
"Ótimo custo beneficio para comer. Os preços são razoáveis e o ambiente é super agradável e aconchegante. Recomendo!!
","5"
"Nice central spot with traditional Pasta and Pizza (best you'll find in town!). Ask chef Marcos (pizza guy) for speciality pizza. You will certainly get addicted to it! A must have visit place for sure in this lovely town.
","5"
"Pizzas, chás, cafés e doces, com bom atendimento e preços acessíveis. Ambiente bem decorado e comer ouvindo canções italianas em frente à linda praça Osório é td de bom. 
","5"
"Almorzamos el día de nuestra llegada a las 15 hs. Todo estaba cerrado menos el cafe Italia. Nos atendieron muy bien, comimos sándwich y omelettes de buena calidad y precio muy accesible.
","4"
"Alem de termos que mudar de mesa  2 vezes, com uma  indelicadeza enorme, o atendimento eh irritante, como  num lugar tão pequeno, os atendentes  com atendimento totalmente impessoal. Acho que numa pastelaria teria sido melhor atendida.
","2"
"Restaurante pequeno mais bastante gostoso. A pizza é vendida em pedaços ou inteira. Atendimento é atencioso. A pizza fica pronto muito rápida.
","5"
"Pedimos um antepasto e um prato principal. Nenhum dos dois chegou em um intervalo de 1 hora. Fomos embora sem comer. 
","1"
"Casa italiana moderna, que serve desde lanches, confeitaria, pizzas (no bom estilo  italiano) e excelentes pratos. Ótima opção de alimentação, do café da manhã até a janta.
","5"
"Fui ao Italy apenas para provar da tão falada torta de morango com manjericão, então não tenho como opinar sobre os outros pratos. A torta, apesar de ter uma combinação inusitada, vale a pena experimentar. Quanto ao atendimento, gostei bastante. Decoração e organização do estabelecimento são, também, uma beleza à parte. 
Recomendado.
","4"
"Ambiente pequeno, porém aconchegante. Comida muito saborosa. Único inconveniente é a escadaria para subir ao mezanino.  
","4"
"mi enamorado y yo somos un poco exigentes con la comida y desde que llegamos a Curitiba no habíamos visitado ningun lugar que nos sorprendiera, un día una amiga me dijo :""Lau ven a Italy Caffe ,es una delicia y joya escondida "", fuimos el Viernes pasado Y LO AMAMOS! Servicio súper Rápido A pesar de estar llenisimo, la Calidad de la pizza es deliciosaaaaa , la masa y los ingredientes son exquisitos , el lugar es agradable, la atención rápida y amable, los Precios excelentes, si Vienes a Curitiba por favor visita ITALY CAFFE
","5"
"Por favor, visite e prove a Torta de Cheese Cake com massa de manjericão, acredite, vai mudar sua vida!!!
Alem da torta e de excelentes pizzas ainda tem a torta de Cheese Cake de morango... um espetáculo!
Ótimo café, excelente atendimento, minimalista, aconchegante e alegre.
visite e tenha uma ótima experiencia.
","5"
"Ambiente agradável, pizza deliciosa, tradicional e digna de parabéns!!! Das melhores de Curitiba! Café e atendimento muito bons também! Recomendo!!!
","5"
"Bom preço, pratos bem servidos e um cuidado todo especial na decoração. Vale a pena conferir. Tem também pizza aos pedaços e ótimos cafés. 
","4"
"Ambiente agradável, ótimo atendimento, preço justo, e o mais importante, COMIDA BOA!!! Vale a pena conferir. 
","5"
"Comida italiana de primeira qualidade,os pratos que compõem com carne não perdem e nada para alta gastronomia, fomos um dia porque estava próximo ao nosso hotel e voltamos todos os outros dias para jantar. Atendimento cordial,lugar pequeno e agradável, preço justo. Me surpreendeu positivamente. Recomendo,podem ir sem medo de ser feliz.
","5"
"Estávamos visitando o centro e despretensiosamente nos informaram sobre essa casa. 
Uma pizza bem feita, uma soda italiana refrescante e uma inacreditável torta de manjericão e morango. Isso mesmo, manjericão...
","5"
"Lugar tranquilo localizado bem no Centro da cidade, ótimo para uma pausa na correria do dia-a-dia. Um momento de descanso acompanhado de um bom café ou, nos dias mais quentes, uma soda italiana de maçã verde.
","5"
"Em um prédio histórico muito bacana, este café está entrando para a história pelo bom atendimento, café saboroso e ambiente super bacana e estilos. Para quem estiver andando pela região do centro, uma ótima e diferente opção que vale a pena conferir 🙋‍♂️
","5"
"Foi uma surpresa encontrar este local, dentro de prédio restaurado no Centro Histórico. Características da Belle Èpoque.
Boas opções. Serviço eficiente.
","4"
"Na dúvida tive que pegar 2 sabores, o pistache com amoras que é uma delícia e o que ja conhecia Frutas vermelhas. Na próxima irei experimentar o nuts.
","5"
"Espaço agradável e bem decorado, mesas bem arrumadas e serviço de qualidade. O bolo de chiffon, leve e saboroso, é uma ótima opção para o lanche da tarde: servido com geleia, creme inglês ou outros acompanhamentos, é uma iguaria sem comparação.
","4"
"Foi uma grata surpresa. A coxinha com massa de batata batia é deliciosa e o bolo chiffon delicioso. Atendimento excelente.
","5"
"Sempre vou a Casa dos Arcos, melhor custo benefício de Santa Felicidade. O buffet de Domingo é incrível com massas, peixe, carnes grelhadas, camarão, queijos e salames. A sopa de Capeletti é maravilhosa, sempre começo por ela. E ainda com sobremesas deliciosas. Sem contar o local, super aconchegante, romântico, num casarão antigo no coração de Santa Felicidade. Tudo isso a 41.90.
","5"
"É uma pena a qualidade da comida ter caído tanto! O mesmo para o vinho vendido em taça, anunciado somente como “chileno”; gelado (era tinto - cabernet sauvignon) e avinagrado... terrível! Já tinha ido várias outras vezes e a comida era muito boa mas desta última (mesmo), decepcionante.
","2"
"Um casarão com mais de 128 anos, o lugar serve uma comida ate que gostosa, mas o risoto que comi lá amei então voltaria a casa para comer o risoto.
","3"
"Cantina tradicional do Bairro de Santa Felicidade.
As pizzas sempre são uma boa pedida a noite. Durante o dia além dos pratos à la carte há opção de buffet, as massas sempre são muito boas.
","4"
"Restaurante excelente: custo bom, comida muito boa, atendimento muito bom. Opções variadas e porções de tamanho muito bom.
","5"
"A construção é histórica e vale a pena conhecer, mas o atendimento é um pouco demorado e o espaço é muito quente no verão.
","4"
"Rústico, Simples mas bem servido e saborosa comida. Preço módicos e bom atendimento. Bem localizado. Buffet  e à lá Carte, ambos muito bons. Pedimos Picanha na chapa com legumes e estava muito boa e em boa qualidade, comem bem duas pessoas. Recomendo. 
","4"
"Pratos bem servidos!
O prato para duas pessoas serve a três.
Comida saborosa e o prédio cheio de história valem a pena a visita.
Atendimento nota 10!
","5"
"O local é pequeno e devido ao forno da Pizzaria o calor é intenso, não havendo uma refrigeração adequada do local, as cadeiras são pouco confortáveis, sendo que a espera é comum. Os pratos são bem servidos, e o valor é condizente ao ofertados sendo os preços abaixo de outros estabelecimentos da região.
","3"
"Simplesmente maravilhoso...as porções vem na esteira, então, se você não conhece muito bem os nomes das comidas, vê-las ajuda muito a escolher. E tido, tudo que provei era fantástico!!
","5"
"Os pratos vem em porções individuais na esteira. Tem uma ótima variedade e o preparo é bem rápido. Comida muito saborosa.
","5"
"Localização de fácil acesso, com uma decoração clean e harmoniosa. Cozinha excelente servindo produtos de qualidade. Atendimento impecável. Relação custo-benefício muito boa. Vale um retorno.
","4"
"Após indicação de um amigo, viemos conhecer o Azuki - IMPERDÍVEL, japonês de primeira qualidade, lugar perfeito para aos amantes de sashimi. Vale a visita !!  
","5"
"Esteira com pratos da culinaria Japonesa.
Metodo diferente de atendimento.
Bons sashimis de prego e de atum.
Recomendo
","4"
"O sistema de esteira cumpre bem o seu papel. 
Destaque para o sashimi de polvo. Delicioso. 
Ambiente bonito, bem decorado. 

","5"
"Melhor comida japonesa de Curitiba! E bom ir cedo para conseguir lugar no rodízio, que é maravilhoso!
","5"
"Generosas porções de sashimi e sushis variados. 
Tudo que pedimos estava muito bom e veio rapidinho.
Sushi ice (doce com goiabada e sorvete) delicioso. 
Os 45 minutos na sala de espera valeram a pena.
Com certeza voltaremos!
","5"
"Gostamos muito de almoçar e jantar no Azuki. Os pratos são bem servidos, muito saborosos e o preço adequado.
A única coisa incompatível é a trilhas sonora, sempre muito alta e não adequada ao momento da refeição. Penso que deveria ser uma musica calma e mais baixinha para permitir a conversa entre os clientes. 
","5"
"Adorei o ambiente, inclusive a sala de espera (bastante espaçosa e confortável). E o modo de servir na esteira rotativa, acho sensacional. Já tinha visto isto fora do Brasil, mas aqui foi minha primeira experiência. É muito prático ver os próprios pratos passando e não simplesmente fotos dos mesmos e poder escolher exatamente o que quer. Caso não passe o item desejado, vc pode solicitar ao garçon e o mesmo traz à mesa ou em poucos minutos este item passa na esteira ao seu lado.
Existe opção a la carte também.
O local oferece estacionamento, embora eu não o recomende para carros grandes pois as vagas são apertadas e de difícil manobra.
*Em tempo: fomos em casais de amigos, mas as opções ""casais"" e ""amigos"" estão respondendo como se eu não tivesse marcado nenhuma das opções e me pede para escolher outra opção. Falha de sistema.
","5"
"Gostei do azuki, vale a pena conhecer o sistema de rodízio deles por ser diferente! Mas em questão de qualidade de japonês não achei nada demais! Curitiba oferece opções melhores e mais gostosas. Ou seja, vale a pena conhecer por causa do ambiente, por ser diferente e legal, mas a comida em si não tem nada de diferente
","3"
"Local com almoço vegano é vegetariano perfeito. Comida saborosa e diversificada. Ambiente muito bonito e ótimo atendimento.
","5"
"Fomos para um café simples. Realmente o estacionamento é limitado e é compreensível devido às exigências da prefeitura de Curitiba. Agora o tempo para servir o pedido da minha esposa foi inaceitável, quase 40 minutos. A explicação é que o hambúrguer estava congelado. Pelo menos um aviso antes do pedido seria interessante.
O atendimento é bom e cordial, os preços são salgados e os produtos servidos são bons. 
","3"
"Não é uma simples padaria e não é uma padaria simples. Além dos pães e outras delícias formidáveis, aqui você também encontra muita prosa e o nome não é por acaso não. É lugar de encontrar os amigos e vizinhos para colocar o papo em dia ao mesmo tempo em que experimenta sabores sem igual. Além de deliciosa, é prazerosa. Então... Nããão perca 🙋‍♂️
","5"
"Tudo na PÃO E PROSA é muiiiito gostoso. Ambiente excepcional para uma pausa relaxante, pães e delícias do outro mundo, atendimento excelente.
","5"
"A pão e prosa é uma das melhores padarias de Curitiba, com pães fresquinhos e variados. A padoca tem um conceito diferente, com auto atendimento e uma mesa comunitária para quem queira fazer um lanche no local. Mas se você é mais reservado, também tem mesas individuais. Destaque para os pães de fermentação natural, sanduíches abertos e o bolo de chocolate com doce de leite, fora o pão francês, sempre gostoso.
","4"
"Uma cafeteria padaria muito lindinha! Colorida, com varanda, balcão, Mess comprida e pequenas, enfim ambiente super aconchegante. Excelentes opções de doces, e há também salgados. Variedade de pães também é boa. Comi a torta de limão e cheesecake e estavam deliciosos, doce no ponto certo. Atendimento fantástico! Todos super simpáticos! Recomendo demais!!
","5"
"O atendimento é péssimo, os funcionários sao despreparados, mal educados e deixam o cliente constrangidos. A casa abre as 18hs, CHeguei as 18hs , estavamos em 10 pessoas, todas a mesas reservadas, reservas para as 19hs, 20 hs. Funcionario e gerente nao fizeram a minima questao de disponibilizar uma mesa. Nao iriamos ficar mais do que 2 hs na casa, Não somos de Curitiba e tinhamos o interesse de conhecer. O atendimento é tão ruim , que só faltaram mandar nos embora. O pastel nao posso dizer, mas pode ser ate bom , mas com esse atendimento nao compensa. Nos deixaram extremamente constrangidos, chegamos a solicitar e ficar em uma mesa reservada e que iriamos embora antes do horario da reserva. E nos foi negado!! Absurdo, um gerente grosso e despreparado. Onde ja se viu pastelaria com reserva. Nao recomendo.
","1"
"Estivemos na Cia do Pastel para um pequeno lanche. Lá tem opção de rodízio de pastel por aproximadamente R$ 34,00. Para quem gosta muito pode valer a pena... parece ter uma boa variedade de sabores.
Nós pedimos a la carte mesmo. Eles tem algumas opções de tamanhos e nós escolhemos o M. Recomendamos os sabores 4 queijos, Slipknot, Carne Seca e Atenas.
","4"
"Excelente atendimento e pastéis deliciosos, sequinhos e bem recheados!! Boa variedade de sabores! Recomendo e com certeza vou voltar!!!
","5"
"Uma experiência incrível! Todos os pasteis são sequinhos e bem recheados. O ambiente pode estar bem lotado, por isso é valido chegar cedo para conseguir uma mesa ou ligar reservando.
","5"
"Pastéis muito gostosos, com enorme variedade e com um atendimento muito bom. Não cobram 10% e os garçons são extremamente simpáticos e educados. Os pastéis vêm rápido e não são gorduroso e vêm com bastante recheio! Vale muito a pena.
","5"
"um dos melhores pasteis que já comi. o lugar é pequeno e com o tempo vai esquentando. sugiro ar condicionado. sempre tem fila e pode começar a chover qd vc tiver esperando, não tem como se abrigar. Um toldo da entrada até a frente do imóvel já resolvia. em compensação garçons ótimos e excelentes pastéis. 
","5"
"Maravilhoso! Atendimento, variedade, qualidade, ambiência, preço! Tudo excelente! Recomendo muito!!!!! Nota mil!
","5"
"Fomos em dia de semana e achei o atendimento muito bom. Garçons extremamente educados e trocavam os pratos a todo momento. Concorrente do Veneza, Madalosso, Portal, entre outros. Achei a qualidade inquestionável e as massas bem frescas e saborosas.
Eu recomendo.
","5"
"Rodízio de massas com muitas variedades, entradas muito boas e bem servidas, com carne, polenta, maionese, salada. As massas são deliciosas. Especialmente aa doces
","5"
"Atendimento excelente, comprei cupom no Peixe Urbano e deu tudo certo. E jantar de massas divino! A sobremesa de Carolina também é muito boa
","5"
"Local com incríveis instalações e bom atendimento, porém a comida deixa um pouco a desejar, servem porções muito grandes na mesa. O rodízio é um pouco melhor, porém esperava mais pelo preço e pela beleza do lugar.
","4"
"Local muito bonito, muito bem recebidos, mas deixou a desejar quanto à comida, não era saborosa nem tinha diversidade.
","4"
"Excelente localização, gastronomia de qualidade, ambiente agradável, preços justos e bom atendimento.
","5"
"Restaurante segue o padrão típico de Santa Felicidade com rodízio de massas e carnes, principalmente frango. Restaurante onde se é servido rapidamente e com grande fartura. Não espere grandes sabores. A comida é neutra , quase sem temperos. A equipe , na média, é bastante atenciosa. 
Resumindo : ideal para grupos grandes que preferem ser servidos rapidamente e onde é priorizado o sabor. 
","3"
"Se você esta em dúvida de qual lugar escolher para a sua festa de casamento, aqui é o melhor lugar!!! Ambientes excelentes!!!
","5"
"Grande variedade, tudo quente, preparado na hora, pode-se comer a vontade. Ambiente acolhedor e agradável.
","5"
"Local amplo, com estacionamento. A comida é típica italiana, servida na mesa e alguns pratos que os garçons servem. Muito bem servido. Tudo é gostoso. O pessoal que atende é prestativo e educado. Local para frequentar sem erro!!!!! 
","5"
"Acho que esta é a palavra que define este lugar....Grandioso... desde o Hall de entrada, com suas Escadarias e suas Portas Gigantescas, ate aos Salões de Almoço, passando pelos pratos servidos, tudo com muito Charme e Grandiosidade... Todas as pessoas que trabalham ali, são muito cordiais.... fomos muito bem Recebidos por uma pessoa que nos acomodou gentilmente e a partir dai, nos sentimos em um Almoço na casa da Avó... muita fartura em todos os pratos que fica impossível provar tudo que é servido... os Garçons mais parecem velhos Amigos... tudo com muito Carinho... Preço Justo e Tratamento tranquilo, dentro de um Ambiente extremamente agradável, torna uma poção muito elegante para um Almoço.... Ja havia visitado o Don Antonio a mais de 25 anos atrás quanto me encantei com o lugar e agora retornando, me senti voltando no tempo, não pela falta de evolução do Restaurante, mas sim por terem mantido o mesmo ""espirito"" de cordialidade, elegância e refinada sofisticação, que só tem quem sabe o que faz. Parabéns Dom Antonio...
Vale muito conhecer esse Castelo Chamado Don Antonio.
","5"
"Um lindo restaurante no famoso bairro gastronômico de Santa Felicidade, Curitiba.
Atendimento de primeira, comida deliciosa, farta e o preço excelente!
Super recomendo!
","5"
"Tudo ia bem até a hora de pagar, pois os valores que prometem na promoção nao são os operados na hora da conta. Fiquem atentos.  E não adianta reclamar que fazem cara de blasé. Imaginum nunca mais...
","2"
"Quando da ordem dos pedidos, por ordem do chef a garçonete foi orientada a informar que qualquer pessoa que comer do pedido do menu degustação, será cobrado novo menu. Qualquer desperdício será cobrado a mais. Só faltou pedir para o cliente ficar quieto na mesa e não falar. Fiquei para provar a comida, que no final não tem nada de especial. Se quiserem comer sem serem insultados podem vir. Mas não vale o que você vai pagar.
","1"
"Bom sushi.. preco razoável... poderia ser mais generoso nos pratos. Os pratos são de qualidade, porém porções minúsculas. 
","4"
"Atendimento excelente! 
São educados e atenciosos.
Pedimos um combinado e o Shimeji que estavam deliciosos. 
O salmão bem fresco e saboroso.
Somente achamos que o tamanho dos sushis e hot Filadélfia poderiam ser um pouquinho menores. São um pouco grossos e difíceis de comerem.
Os preços são condizentes e o ambiente é muito bem arrumado.
Recomendo o restaurante!!
","5"
"Um local que começou no fundo de uma garagem . E hoje cresceu muito e não perdeu a qualidade . No verão é ótimo sentar na parte de fora. Preço justo na comida, acho a bebida um pouca cara e sem muitas opções para harmonizar, mas nada que interfira 
","5"
"Lugar bom para família e amigos . Inúmeras opções de corte de carne assada na hora . Serviço simpático . Senti a carne um pouco dura . Mas lembra muitos restaurantes paulistanos de carne . Espaço agradável e de fácil acesso . Servem carne até meia noite ...
","3"
"Almoço tranquilo, não há necessidade de reservar, comida caseira e saborosa.
Paradinha obrigatória no meio do dia para repor as energias e destravar o segundo tempo de trabalho.
","5"
"Local extremamente simples, com um bom cardápio e uma boa comida, cerveja bem gelada e bem frequentado, único ponto de desabono foram os banheiros, necessitam de uma reforma!
","4"
"Gostava muito do restaurante mas nas duas últimas vezes que frequentei fiquei decepcionada, pois a comida da ilha estava fria, uma pena já que a comida fica sem graça, principalmente fritura. Eles devem se preocupar com esse fato. 
","3"
"Local extremamente acessível, atendimento excepcional com profissionais excelentes.
Os pratos possuem uma variedades de sabores e são muito bem elaborados o que torna o degustar uma experiência única. Some-se ai o fato de estar acompanhado pelo amor da sua vida, o resultado não podia ser outro além de uma noite espetacular.
","5"
"Ótimo atendimento, menu Itaú é uma experiência de sabores. Pratos selecionados em uma combinação perfeita. Ótimo custo benefício.
","5"
"Péssima iluminação, pratos sem o menor capricho na montagem, comida mais ou menos. Passei vergonha por ter levado amigos de outro estado do Brasil, num local tão caído. O que salvou um pouco, foi a indicação do sommelier. Estive no dia 16 de abril. 
","1"
"Nesta visita estava rolando o Festival Bom Gourmet,2 opçoes muito boas com excelentes preços,sobremesas incluidas por R$ 59,00. Aproveitamos para pedir uma Cava Dom Roman. Maravilha.
","5"
"Muito bom a comida, melhor frutos do mar em Curitiba. Pratos muito bons como ostras, polvo de entrada, arroz de siri, peixe. Único problema foi que pedimos um arroz de polvo e só na hora que veio os outros pratos descobrimos que não tinha mais e ai ficamos sem o nosso prato. No restante muito bom! 
","4"
"Ainda não conhecia o buffet do Bar do Victor e foi uma grata surpresa. Alta qualidade, ótima variedade e o velho sabor característico do Victor. O ambiente continua extremamente agradável e o atendimento é de ótima qualidade. Voltarei, apesar dos preços 🙋‍♂️
","4"
"Atendimento ótimo e comida excelente. Preço não tanto camarada, porém justo pela qualidade que oferece. Estacionamento pequeno e sempre lotado. 
","5"
"ambiente familiar agradável, os pratos muito bem servidos e muito gostosos. O serviço de qualidade e os garços muito simpaticos.
","5"
"Caro e qualidade razoável. Achei o salmão seco, o camarão engordurado, no geral a comida estava bem pesada.
","3"
"Limpo, agradável e barato.
Eu e meu namorado comemos uma lasanha muito boa que custa R$35,00.
Atendimento bom também
","5"
"Ao chegar a capital mais fria do Brasil planejei o tempo certinho para conseguir almoçar no Nona Giovana, tendo em vista os comentários de que a casa lota no horário de 12 horas em diante. Logo ao adentrar, por volta das 11:45, percebi que o restaurante estava um pouco vazio, todavia, pedi um suco de laranja e uma lasanha quatro queijos individual. O suco veio primeiro e não demorou muito chegou o meu prato. De início a travessa com a lasanha demonstrou-se fumegante, o que é um ponto positivo, entretanto, ao começar a comer percebi que a massa não era artesanal, parecia massa de pastel que compra em mercado, (assim, em nenhum lugar que li fala que são massas artesanais, porém criei a expectativa que fosse), o recheio de ""quatro queijos"" baseava-se somente em mussarela e alguns vestígios de parmesão salpicado regradamente por cima. Por fim, infelizmente, o restaurante não supriu minhas expectativas em relação a comida, pelo contrário só me decepcionou. O prato veio acompanhado somente de pedaços de pão francês. Paguei 27 reais pela lasanha e 12,50 pela jarra de suco.
","2"
"Comida boa no Centro de Curitiba. O prato é muito bem servido e daria para duas pessoas. O custo benefício também vale a pena 
","5"
"Bom.
Localizado em uma região movimentada de Curitiba.
Compensa mais ir de Uber porque os estacionamentos da cidade São muito caros.
","3"
"Almoçamos hoje, dia 16/03, eu e o meu marido. Comemos uma lasanha pra 1 pessoa. É muito bem servida. Muito saborosa e da pra perceber como a massa era fresca. Deliciosa. O valor maravilhoso. Pra 1 pessoa 28.00, pra 2 pessoas 40.00
Super recomendo!
","5"
"Me surpreendi com a qualidade da comida. Parece comida de vó. Ambiente agradável e ótimo atendimento. Vale à pena se estiver lá pelo centro de Curitiba.
","4"
"Inegavelmente o melhor hambúrguer artesanal do Brasil. Ambiente aconchegante com um atendimento excelente.
","5"
"Excelente atendimento, ambiente com visual diferente. E o melhor, os hambúrgueres estavam deliciosos e a família inteira adorou.
","5"
"Atendimento ótimo, sempre com padrão e simpatia, sabores incomparáveis, costelinha barbecue deliciosa com sabor de churrasco, soda italiana saborosa, melhor hambúrguer, e sobremesas com gostinho de quero mais.
","5"
"Carne excelente, atendimento muito bom (aquele padrao americano), O pao australiano deles é imbativel. Acho que o Outback é aquele tipico lugar que vc vai sem erro, e apesar de um pouco caro, vale cada centavo pois voce sai de la beeeeeem satisfeito e beeeeem feliz.
","5"
"
Fomos ontem em dia de Show no Shopping Curitiba 
, e tudo o que pedíamos, além de não ter, a demora era absurda.
1º não tinha o vinho pedido, depois a comida veio fria, pedimos com pouca pimenta, veio mega apimentado. A cada 10 mim algum atendente vinha acesa se apresentar dizendo que o fulano estava saindo para o intervalo... afffe .
A gerente veio a nossa mesa se apresentar, nossa ela estava fedendo cigarro, nada contra quem fuma, mas a pessoa saiu e o cheiro dela permaneceu ainda... muiiiiito forte. Na minha opinião não deveriam, permitir ou pelo menos ela deveria se ligar, pois muita gente fez afretadoras com o fedor dela.
A atendente trazer um vinho, abrir a garrafa e quebrar a rolha dentro, e ter que trazer outra garrafa ... nossa .... enfim entre o pedido do vinho e eles terem trazido levou lê-lo menos 30 min. Um absurdo ....
Para pedir a despesa então ... uma máquina de passar cartão .... pode isso ?
Nunca vi disso !!
A desculpa foi que o restaurante nunca fica cheio .
Q  desculpa mais esfarrapada .
Uma pena, pois o preço é alto por um serviço tão ruim !!
Para não dizer PÉSSIMO 
GERENTE FEDENDO A CIGARRO 
COMIDA FRIA 
ATENDENTE QUE NOA SABE ABRIR UMA GARRAFA DE VINHO 
FALTA DE MÁQUINA DE PASSAR CARTÃO 
DECEPCIONANTE 
E olha que a conta foi alta ... R$ 250,00 para 2 !!

","1"
"Platos muy grandes y condimentados. Muchos camareros muy jóvenes a veces un poco confianzudos.  Demoraron mucho en traer los pedidos.
","3"
"Estivemos numa segunda feira, lotadissimo! Apesar de esperarmos um pouco, valeu a pena! Pedimos a costelinha barbecue com acompanhamento de batata assada com catupiry e bacon, mais o arroz Tasmânia! Como fomos em três pessoas, a comida foi pouca, mas muito saborosa! Sugiro para dois, mas para três, mais uma porção de costelinha e um acompanhamento!!!!
","5"
"Estive numa 4a feira, depois de um dia de missão a trabalho, cheguei no Outback do Shopping Curitiba por volta das 19h20, ainda a tempo para desfrutar da promoção do happy hour. Chopp Brahma gelado e saboroso. Optei por um prato de massa e camarão, que estava, no mínimo, muito bom. Ainda para acompanhar a massa e aproveitando a promoção, pedi uma taça de um vinho branco (da uva Torrontes), que estava muito saboroso. É um vinho com rótulo do Outback, mas feito na Argentina pela Bodegas Salentein. No mais quero parabenizar a administração dessa unidade do Outback pela excelente infraestrutura do local (muito agradável) e limpeza. Ressalto que conheço algumas unidades dessa franquia (Brasília e Guarulhos) e a maioria dessas unidades apresenta um aspecto sujo, com chão, mesas e assento engordurados. Contudo, a unidade do shopping Curitiba mostrou-se limpa (mesas, cadeiras e chão), iluminação agradável e infraestrutura leve, agradável e não ruidosa. Parabéns!
","4"
"Vale a pena pelo atendimento e comida. Ambiente bem bacana para curtir com amigos e família. Preco um pouco alto, mas pratos bem servidos. Vale a visita. 
","4"
"Ambiente bastante agradável. Ótimo atendimento e pratos bastante saborosos. Apenas o preço é um pouco alto.
","5"
"O atendimento no Outback geralmente é muito bom, mas desaa vez foi excepcional. O Outback realmente se preocupa com os clientes e mantém um padrão muito bom, em todos os aspectos.
A comida escolhida foram as Super Wings, com molho hot, da primeira vez foi molho hot e na segunda molho hot com extra de serem cobertos de manteiga de pimenta.
O chopp, apesar de demorado, veio muito gelado e muito saboroso todas as vezes.
","5"
"Fomos comemorar o aniversário de um amigo foi tudo muito bom .. muito bem atendido pelo garçom  Antônio.. exelente 
","5"
"Chegamos na sexta por volta de 16h, cansados da viagem desde SP e com filha pequena. A casa não estava cheia, muito pelo contrário, e mesmo assim nos levaram à mesa sem os talheres habituais nem desenho para a pequena. Esperamos mais de dez minutos até alguém aparecer para se apresentar e pegar nosso pedido. Obviamente a comida veio padrão outback, tudo muito bom, mas o atendimento deixou muito a desejar. Pior que o garçom veio com a desculpa que estava 
""muito corrido hoje"". Talvez a dona já saiba q está com problemas e por isso já entregam uma folha logo na entrada pedindo feedback...
","3"
"Esperamos mais de meia hora para ser atendidos, e a comida demorou demais! Pedi o Junior ribs for two e veio isso aqui !
Um absurdo !!! Não trouxeram os talheres pra eu comer , querem que eu coma com as mãos ?!? Não volto mais !
","1"
